"(True, True, True, True, False, False, True, False)","[-117.523, -124.18266096556368, -110.27336691539921, 132.60731907080014]"
"(True, False, False, False, False, False, True, False)","[197.1361006041255, 252.68758175418498, 47.70389048488384, 173.87004718916302]"
"(True, False, True, True, False, True, True, False)","[-49.33884635522743, -36.62207162617196, -149.96026977704088, 213.9591944108363]"
"(True, True, False, True, False, True, True, False)","[-31.176927572271296, 197.08169519768524, -91.0021718573452, -55.2376117446776]"
"(False, True, False, True, False, True, False, False)","[-65.8, 202.59180251877513, 0.0, 0.0]"
"(True, True, False, False, False, False, False, False)","[197.59091129326325, 0.0, 49.63516777986909, 97.39286576078024]"
"(True, True, False, False, True, False, True, False)","[201.89469038368352, 97.04549754829684, 1.4558156913230889, -37.76730737719334]"
"(True, True, False, False, False, True, True, False)","[-20.864241482803227, -22.528557031381936, -47.154820610110775, 20.097797004181963]"
"(False, True, True, False, False, False, False, False)","[199.82445816324878, 77.15858368662792, 175.28234353910102, 80.90331191280768]"
"(False, True, True, False, False, False, False, True)","[257.55853758425354, -82.73655302828456, 200.77090590308097, 75.70264335536997]"
"(False, False, True, False, False, False, False, True)","[186.75044281721253, 77.56884213541277, 178.90777118783927, 205.29088166501236]"
"(False, True, True, True, False, False, False, False)","[-51.37526091435371, -39.603020020334704, 196.28184832968515, 0.0]"
"(True, False, False, False, True, False, False, True)","[205.47024067140973, 176.60743387995262, 81.1888093948717, 198.39401848325326]"
"(False, True, False, True, True, False, False, True)","[114.46455993449538, 200.77851585000093, 146.244136774954, 97.34581475106731]"
"(False, True, True, True, True, False, False, True)","[-70.0, -56.98, 223.2950955968717, 63.13811999094111]"
"(True, False, False, False, False, False, False, True)","[198.49007611441138, 148.007883231475, 76.24807716584648, 207.86660686731463]"
"(False, False, False, True, False, True, True, False)","[72.53130669595924, 201.05492661451984, 185.93812352922504, 184.74989145393542]"
"(True, False, True, True, False, True, False, False)","[-40.01643554770608, -30.85565328138248, -64.162, 177.91828368913227]"
"(False, True, True, False, True, False, False, True)","[205.53420222030542, 69.35320624610041, 178.84563097533078, 63.11094491849222]"
"(False, False, False, True, True, False, False, False)","[-54.68282265423886, 187.82600870426694, 208.62798472718137, 192.51068499526525]"
"(False, True, True, True, False, True, True, False)","[-141.97030177078676, -7.684083784326681, 200.49469831130392, -55.87060749922212]"
"(False, False, False, True, False, True, False, True)","[71.7699460619121, 201.1320551808572, 199.87419601872497, 202.85006174925903]"
"(False, False, False, True, False, True, False, False)","[77.51062511360438, 203.1989562006021, 187.00302491936765, 137.08418945785002]"
"(False, False, True, True, True, False, False, False)","[-55.6234, -70.0, 253.6303783288335, 0.0]"
"(False, True, True, False, False, True, False, True)","[67.52767502345529, -131.95687308440392, 206.13437907973278, 80.18382962580594]"
"(True, False, True, False, True, False, False, False)","[199.77419982384512, 0.0, 0.0, 0.0]"
"(False, False, False, True, True, False, True, False)","[84.17354053513779, 197.06673091029313, 220.61681430408606, 197.19730268800078]"
"(False, False, False, True, True, False, False, True)","[80.25199039462011, 200.66412744983757, 196.93080458395806, 187.88642123626218]"
"(False, True, True, True, True, False, True, False)","[-25.334582090612603, -70.28708282191113, 212.8527726821368, -19.83635169539704]"
"(False, True, True, False, False, False, True, False)","[208.95072110538612, 104.90212264004956, 193.12833076236728, 49.23674206692805]"
"(False, True, False, True, True, False, False, False)","[64.93401859785025, 199.19395294805756, 146.6108768688654, 0.0]"
"(False, True, False, False, False, False, False, True)","[196.65908659973937, 186.0809869089772, 205.91217305429439, 79.5477015053221]"
"(False, False, True, True, False, False, False, True)","[-70.0, 54.443292619002264, 205.89427155015647, 0.0]"
"(False, True, False, True, False, True, False, True)","[-70.0, 168.22907153340606, 206.47776796965502, -61.18]"
"(False, True, True, True, False, True, False, True)","[-35.39884671104931, -70.0, -32.60940557484577, -118.49543179234603]"
"(True, False, True, True, False, True, False, True)","[-48.001211452086906, 26.599058402764495, -61.29705238638047, 128.156412871804]"
"(True, True, False, False, False, True, False, True)","[202.4138542326591, 149.76617594682824, 54.40066094954004, -0.8225509273298953]"
"(True, True, True, False, True, False, True, False)","[7.05764036742039, 0.0, -58.01837046409529, -17.471670333490614]"
"(True, True, True, True, False, True, False, True)","[-153.69169258270855, -141.58849455060604, -187.3623945164756, 104.19042752632934]"
"(True, False, False, True, False, False, False, False)","[-84.88935986230364, 199.95991506154155, 72.71242673565422, 191.84611855881064]"
"(False, False, False, True, False, False, True, False)","[86.63239138081988, 204.6946356689627, 195.41056738692697, 201.8780382874306]"
"(False, False, False, True, False, False, False, True)","[37.43145371293252, 0.0, 0.0, 203.98307041631122]"
"(True, False, False, True, True, False, False, True)","[35.274523886650144, 179.80282950134443, 0.0, 165.73794268598877]"
"(True, True, True, False, True, False, False, True)","[202.6239796987772, -77.16849581551193, 0.0, -23.81264549032182]"
"(True, False, True, False, False, True, False, False)","[133.13320383524513, 72.33046917836391, -20.116287154348267, 0.0]"
"(True, False, True, False, False, False, True, False)","[98.06531004510234, 0.0, 0.0, 201.0288436680289]"
"(True, False, True, True, False, False, True, False)","[-64.53999999999999, -70.0, -160.93989522717868, 202.03971964545468]"
"(True, True, False, False, True, False, False, True)","[201.7193464649368, 46.272705710516966, 60.446170091514375, 16.27531992872729]"
"(True, False, False, True, False, True, True, False)","[47.52480910053043, 193.7519097385158, 77.99003528491905, 202.2076506161214]"
"(True, True, False, True, True, False, False, True)","[-70.0, 174.545624055325, 0.0, 0.0]"
"(True, True, True, True, True, False, False, True)","[-61.55818012595025, 29.085181524989558, -95.61148653010619, -70.0]"
"(True, False, False, True, True, False, True, False)","[88.8501398946403, 214.3036532801088, -86.36852418353581, 189.70724619858163]"
"(False, True, True, False, True, False, False, False)","[209.76757235134716, -29.883328396114425, 0.0, 0.0]"
"(True, True, True, False, False, False, True, False)","[203.47251760642715, -91.26659518052305, -101.0128841289696, 50.355679305598166]"
"(True, False, False, False, False, True, False, False)","[198.971579987699, 125.08145949378998, 22.60946710640569, 0.0]"
"(False, True, False, True, False, False, True, False)","[6.851029095821212, 212.7724767645291, 164.30626183297682, -130.08986624926027]"
"(True, False, True, False, False, False, False, True)","[208.33896017111172, -56.05262211221283, 0.0, 95.13425532685613]"
"(True, False, True, True, False, False, False, True)","[-65.8, 48.703975671959, -139.50750599275833, 202.3699691924407]"
"(True, True, False, False, False, False, False, True)","[253.8628887976699, 0.0, 50.16256155752982, 0.0]"
"(True, True, True, True, False, False, False, True)","[-70.0, -70.0, -17.970136697389144, -28.647847259350332]"
"(True, True, True, False, False, False, False, True)","[207.96684818355038, 0.0, 0.0, 0.0]"
"(True, True, False, True, True, False, True, False)","[-107.17057712046962, 210.4714908148685, -70.0, -105.35611692940431]"
"(False, False, True, True, False, True, False, False)","[56.509744143259695, -45.88714785747149, 191.12923570668653, 0.0]"
"(True, False, False, True, False, True, False, False)","[-52.97739999999999, 201.68115439155247, 0.0, 0.0]"
"(True, False, False, True, False, True, False, True)","[105.07841990812358, 71.25005699515472, -133.22305779539542, 203.8165083362497]"
"(False, True, True, True, False, True, False, False)","[83.36445987508844, 0.0, 0.0, 0.0]"
"(True, True, False, True, False, False, True, False)","[-72.37368944956536, 223.8592055746638, 54.53199680547455, 0.0]"
"(False, True, False, True, False, False, False, True)","[-70.0, 74.39913367750222, 198.9813289438352, 77.39120018927576]"
"(False, True, True, True, False, False, False, True)","[-70.0, -56.98, -55.00475694012851, 0.0]"
"(False, True, True, True, False, False, True, False)","[-51.41355939999999, 72.1380967430962, 204.34624803692407, 0.0]"
"(True, True, False, False, False, False, True, False)","[195.93867226829178, 0.0, 0.0, 0.0]"
"(True, False, False, True, False, False, True, False)","[76.95735893623477, 208.79884090054935, 146.06813664893846, 206.48825830854028]"
"(True, True, False, True, False, True, False, True)","[-176.113, 205.06266573272853, 0.0, -83.80299564051215]"
"(True, True, True, False, False, True, False, False)","[193.21038316848993, -28.81876775553602, 51.15889863843516, 0.0]"
"(False, True, False, False, True, False, False, False)","[212.07201677811358, 108.5061775296196, 0.0, 70.3072746313827]"
"(True, True, False, False, True, False, False, False)","[195.45570563623352, 0.0, 0.0, 0.0]"
"(False, True, False, False, False, True, False, False)","[199.09552207334158, 0.0, 0.0, 0.0]"
"(True, False, True, True, True, False, False, False)","[86.7716961508103, 0.0, 0.0, 0.0]"
"(True, True, False, True, True, False, False, False)","[-106.1637360406, 199.84677479252818, 0.0, 0.0]"
"(True, True, False, True, False, False, False, True)","[36.714792807955675, 198.5850574559668, 0.0, 0.0]"
"(True, True, False, True, False, True, False, False)","[9.796139191453992, 0.0, 0.0, 0.0]"
"(True, True, True, False, True, False, False, False)","[201.0399317006473, 0.0, 0.0, 0.0]"
"(True, False, False, True, False, False, False, True)","[-72.8710096277083, 202.64539067731522, 0.0, 0.0]"
"(True, False, False, True, True, False, False, False)","[-9.882432856932745, 191.90216352352624, 0.0, 0.0]"
"(False, True, True, True, True, False, False, False)","[-28.236504561083233, -14.157022200441958, 215.33464015419779, -25.55886329470466]"
"(True, True, True, True, False, True, False, False)","[-178.730722592779, 67.6882546986657, 0.0, 0.0]"
"(True, True, False, False, False, True, False, False)","[200.87278440343258, 0.0, 0.0, 0.0]"
"(True, True, True, True, True, False, False, False)","[-55.04882523885891, -85.29946256941184, 0.0, -25.55886329470466]"
